Id,Category,Title,Keyword,Location,Search_Word,Save_url
976721,cultural,경복궁,"#경복궁, #고궁, #근정문, #수문장교대식",서울특별시 종로구,서울특별시 종로구 경복궁,cultural/976721.jpg
976762,cultural,경복궁,"#경복궁, #고궁, #단청",서울특별시 종로구,서울특별시 종로구 경복궁,cultural/976762.jpg
976788,cultural,경복궁 근정전,"#경복궁설경, #고궁, #근정문, #근정전, #단청",서울특별시 종로구,서울특별시 종로구 경복궁 근정전,cultural/976788.jpg
976841,cultural,경복궁,"#경복궁설경, #고궁, #북악산",서울특별시 종로구,서울특별시 종로구 경복궁,cultural/976841.jpg
976884,lake,동궁과 월지,"#안압지야경, #유네스코세계유산",경상북도 경주시,경상북도 경주시 동궁과 월지,lake/976884.jpg
977395,cultural,불국사,"#불국사, #자하문, #청운교, #백운교, #사찰, #절, #유네스코세계문화유산, #1박2일",경상북도 경주시,경상북도 경주시 불국사,cultural/977395.jpg
977839,cultural,천마총,"#대릉원, #고분공원, #미추왕릉",경상북도 경주시,경상북도 경주시 천마총,cultural/977839.jpg
978832,lake,신라밀레니엄파크 라궁호텔,"#라궁, #경주한옥호텔, #신라밀레니엄파크, #호텔, #숙박시설, #한옥",경상북도 경주시,경상북도 경주시 신라밀레니엄파크 라궁호텔,lake/978832.jpg
979183,exhibition,고려청자박물관,"#강진청자박물관, #강진고려청자박물관",전라남도 강진군 대구면,전라남도 강진군 대구면 고려청자박물관,exhibition/979183.jpg
983875,monument,새터관광지,#새터관광지,경상남도 합천군 봉산면,경상남도 합천군 봉산면 새터관광지,monument/983875.jpg
983885,lake,합천호,#합천호합천8경,경상남도 합천군 봉산면,경상남도 합천군 봉산면 합천호,lake/983885.jpg
984348,cultural,미황사,"#해남달마산미황사, #자하루, #사찰, #절",전라남도 해남군 송지면,전라남도 해남군 송지면 미황사,cultural/984348.jpg
984756,monument,인천상륙작전기념관,"#인천상륙작전기념관, #인천상륙작전기념공원, #자유수호의탑",인천광역시 연수구,인천광역시 연수구 인천상륙작전기념관,monument/984756.jpg
984770,landscape,인천차이나타운,"#인천차이나타운, #공자상, #1박2일",인천광역시 중구,인천광역시 중구 인천차이나타운,landscape/984770.jpg
990399,cultural,창덕궁 인정전,"#창덕궁야경, #인정전, #고궁, #유네스코세계문화유산",서울특별시 종로구,서울특별시 종로구 창덕궁 인정전,cultural/990399.jpg
990412,cultural,창덕궁 인정전,"#창덕궁야경, #인정전, #고궁, #유네스코세계문화유산",서울특별시 종로구,서울특별시 종로구 창덕궁 인정전,cultural/990412.jpg
991814,cultural,경희궁 숭정전,"#경희궁, #숭정전, #품계석, #고궁",서울특별시 종로구,서울특별시 종로구 경희궁 숭정전,cultural/991814.jpg
992770,park,광양매화정보화마을,"#광양매화마을, #섬진강매화마을, #정자, #1박2일, #봄꽃, #봄",전라남도 광양시 다압면,전라남도 광양시 다압면 광양매화정보화마을,park/992770.jpg
993728,beach,진도신비의바닷길축제,"#진도신비의바닷길축제, #진도영등제, #진도개해, #FIT",전라남도 진도군 고군면,전라남도 진도군 고군면 진도신비의바닷길축제,beach/993728.jpg
1004457,exhibition,국립고궁박물관,#국립고궁박물관,서울특별시 종로구,서울특별시 종로구 국립고궁박물관,exhibition/1004457.jpg
1005783,park,김성수선생옛집,"#북촌한옥마을, #김성수선생옛집, #장독대, #항아리",서울특별시 종로구,서울특별시 종로구 김성수선생옛집,park/1005783.jpg
1013350,beach,형제해안도로,"#농촌풍경, #제주도사계해안도로, #바다",제주특별자치도 서귀포시 안덕면 사계리,제주특별자치도 서귀포시 안덕면 사계리 형제해안도로,beach/1013350.jpg
1014296,lake,도갑사,#용수폭포,전라남도 영암군 군서면,전라남도 영암군 군서면 도갑사,lake/1014296.jpg
1017986,monument,대구E월드,#우방타워랜드우방타워야경,대구광역시 달서구,대구광역시 달서구 대구E월드,monument/1017986.jpg
1021184,cultural,풍남헌,"#전주한옥마을풍남헌, #한옥숙박, #FIT, #숙박시설, #한옥",전라북도 전주시 완산구,전라북도 전주시 완산구 풍남헌,cultural/1021184.jpg
1021217,cultural,학인당,"#전주한옥마을학인당, #한옥숙박시설, #FIT, #한옥, #전통가옥",전라북도 전주시 완산구,전라북도 전주시 완산구 학인당,cultural/1021217.jpg
1022713,park,악양슬로시티,"#악양면평사리들판, #부부송, #청보리밭, #슬로시티, #농촌풍경",경상남도 하동군 악양면,경상남도 하동군 악양면 악양슬로시티,park/1022713.jpg
1033348,mountain,송광사,#송광사계곡,전라남도 순천시 송관면,전라남도 순천시 송관면 송광사,mountain/1033348.jpg
1034887,cultural,마곡사,"#마곡사, #절, #마곡사템플스테이",충청남도 공주시 사곡면,충청남도 공주시 사곡면 마곡사,cultural/1034887.jpg
1035189,lake,선암사 승선교,"#선암사, #승선교, #계곡, #강선루, #다리",전라남도 순천시 승주읍,전라남도 순천시 승주읍 선암사 승선교,lake/1035189.jpg
1050945,cultural,창덕궁 돈화문,"#한국관광의밤, #창덕궁돈화문, #유네스코세계문화유산",서울특별시 종로구,서울특별시 종로구 창덕궁 돈화문,cultural/1050945.jpg
1056837,park,금오산,#금오산돌탑,경상북도 구미시 남통동,경상북도 구미시 남통동 금오산,park/1056837.jpg
1058247,park,금오산,#금오산메타세콰이어길,경상북도 구미시 남통동,경상북도 구미시 남통동 금오산,park/1058247.jpg
1058754,monument,어름치유혹,"#어름치카페, #카페, #까페, #어름치",강원도 정선군 여량면,강원도 정선군 여량면 어름치유혹,monument/1058754.jpg
1058780,monument,여치의 꿈,"#여치의꿈카페, #까페",강원도 정선군 여량면,강원도 정선군 여량면 여치의 꿈,monument/1058780.jpg
1073804,sky,몽산포해수욕장,"#태안몽산포해수욕장, #해변, #바다, #바닷가, #태안8경",충청남도 태안군 남면,충청남도 태안군 남면 몽산포해수욕장,sky/1073804.jpg
1073968,park,몽산포오토캠핑장 2구역,"#몽산포오트캠핑장, #야영장, #텐트, #몽산포해수욕장소나무밭",충청남도 태안군 남면,충청남도 태안군 남면 몽산포오토캠핑장 2구역,park/1073968.jpg
1074609,beach,부산송정해수욕장,"#부산송정해수욕장, #해변, #바다, #바닷가, #여름",부산광역시 해운대구,부산광역시 해운대구 부산송정해수욕장,beach/1074609.jpg
1074649,park,죽도공원,"#부산죽도공원, #송정해수욕장옆, #송림",부산광역시 해운대구,부산광역시 해운대구 죽도공원,park/1074649.jpg
1075829,exhibition,씨라이프 부산아쿠아리움,"#부산아쿠아리움, #수족관",부산광역시 해운대구,부산광역시 해운대구 씨라이프 부산아쿠아리움,exhibition/1075829.jpg
1077733,exhibition,금산인삼관,#금산인삼관,충청남도 금산군 금산읍,충청남도 금산군 금산읍 금산인삼관,exhibition/1077733.jpg
1077874,monument,미륵대원지,"#충주중원미륵사지, #미륵리석불입상, #불상",충청북도 충주시 수안보면 미륵리,충청북도 충주시 수안보면 미륵리 미륵대원지,monument/1077874.jpg
1078734,cultural,아트포라이프,"#부암동카페거리, #부암동걷기4코스",서울특별시 종로구,서울특별시 종로구 아트포라이프,cultural/1078734.jpg
1087011,cultural,경주양동마을 경산서당,"#경산서당, #경주양동마을, #한옥, #전통가옥, #유네스코세계문화유산",경상북도 경주시 강동면,경상북도 경주시 강동면 경주양동마을 경산서당,cultural/1087011.jpg
1097970,exhibition,K-water 평화의댐 물문화관,"#평화의댐물문화관, #DMZ",강원도 화천시군 화천시읍 동천리,강원도 화천시군 화천시읍 동천리 K-water 평화의댐 물문화관,exhibition/1097970.jpg
1099524,monument,승리전망대,"#승리전망대, #안보관광, #DMZ",강원도 철원군 근동면 광삼리,강원도 철원군 근동면 광삼리 승리전망대,monument/1099524.jpg
1100399,mountain,매월대폭포,#복계산매월대폭포이끼계곡철원8경,강원도 철원군 근남면 잠곡리,강원도 철원군 근남면 잠곡리 매월대폭포,mountain/1100399.jpg
1101201,cultural,철원 심원사,"#철원보개산심원사, #사찰, #절",강원도 철원군 동송읍,강원도 철원군 동송읍 철원 심원사,cultural/1101201.jpg
1101630,cultural,철원충렬사지,#철원충렬사지,강원도 철원군 김화읍,강원도 철원군 김화읍 철원충렬사지,cultural/1101630.jpg
1101682,monument,철원향교,"#철원향교표지석, #향교",강원도 철원군 철원읍,강원도 철원군 철원읍 철원향교,monument/1101682.jpg
